"75","Pul-e Khumrī","3875","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"76","Pul-e ‘Alam","3897","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"77","Pārūn","3880","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"78","Qala i Naw","3871","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"79","Qalāt","3874","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"80","Qal‘ah-ye Shahr","3885","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"81","Qarqīn","3886","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"82","Rūdbār","3896","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"83","Saṟōbī","3877","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"84","Shahrak","3888","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"85","Shibirghān","3886","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"86","Sidqābād","3879","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"87","Taloqan","3893","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"88","Tarinkot","3898","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"89","Uruzgān","3898","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"90","Zarghūn Shahr","3877","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"91","Zaṟah Sharan","3877","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"92","Ārt Khwājah","3893","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"93","Āsmār","3876","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"94","Ḩukūmatī Azrah","3897","1","2022-12-30 06:46:10","2022-12-30 06:46:10"
"95","All Saints","3704","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"96","Bolands","3707","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"97","Codrington","3708","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"98","Falmouth","3705","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"99","Liberta","3705","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"100","Parham","3704","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"101","Piggotts","3709","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"102","Potters Village","3706","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"103","Saint John’s","3706","10","2022-12-30 06:46:10","2022-12-30 06:46:10"
"104","Bajram Curri","623","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"105","Ballsh","631","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"106","Banaj","629","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"107","Bashkia Berat","629","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"108","Bashkia Bulqizë","610","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"109","Bashkia Devoll","630","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"110","Bashkia Divjakë","631","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"111","Bashkia Dropull","621","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"112","Bashkia Durrës","639","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"113","Bashkia Fier","631","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"114","Bashkia Finiq","634","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"115","Bashkia Himarë","634","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"116","Bashkia Kavajë","633","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"117","Bashkia Kelcyrë","621","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"118","Bashkia Klos","610","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"119","Bashkia Kolonjë","630","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"120","Bashkia Konispol","634","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"121","Bashkia Krujë","639","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"122","Bashkia Kurbin","609","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"123","Bashkia Kuçovë","629","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"124","Bashkia Lezhë","609","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"125","Bashkia Libohovë","621","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"126","Bashkia Maliq","630","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"127","Bashkia Malësi e Madhe","626","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"128","Bashkia Mat","610","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"129","Bashkia Mirditë","609","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"130","Bashkia Pukë","626","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"131","Bashkia Shijak","639","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"132","Bashkia Vau i Dejës","626","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"133","Bashkia Vorë","633","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"134","Kamëz","633","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"135","Krumë","623","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"136","Kukës","623","3","2022-12-30 06:46:10","2022-12-30 06:46:10"
"137","Abovyan","2033","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"138","Abovyan","2024","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"139","Agarak","2029","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"140","Agarak","2027","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"141","Agarakadzor","2025","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"142","Agarakavan","2023","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"143","Aghavnadzor","2033","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"144","Aghavnadzor","2025","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"145","Aghavnatun","2026","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"146","Akht’ala","2029","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"147","Akhuryan","2031","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"148","Aknalich","2026","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"149","Aknashen","2026","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"150","Akner","2027","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"151","Akunk’","2033","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"152","Akunk’","2028","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"153","Alaverdi","2029","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"154","Amasia","2031","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"155","Angeghakot’","2027","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"156","Anushavan","2031","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"157","Aparan","2023","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"158","Arabkir","2030","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"159","Aragats","2023","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"160","Aralez","2024","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"161","Ararat","2024","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"162","Archis","2032","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"163","Areni","2025","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"164","Argavand","2030","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"165","Artsvaberd","2032","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"166","Astghadzor","2028","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"167","Aygehovit","2032","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"168","Chambarak","2028","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"169","Jrashen","2030","12","2022-12-30 06:46:10","2022-12-30 06:46:10"
"170","Belas","222","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"171","Benguela","218","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"172","Cabinda","228","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"173","Caconda","225","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"174","Caluquembe","225","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"175","Camabatela","217","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"176","Camacupa","212","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"177","Catabola","212","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"178","Catumbela","218","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"179","Caxito","221","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"180","Cazaji","220","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"181","Caála","213","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"182","Chela","213","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"183","Chibia","225","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"184","Chissamba","212","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"185","Huambo","213","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"186","Icolo e Bengo","222","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"187","Lobito","218","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"188","Luanda","222","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"189","Luau","219","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"190","Lucapa","223","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"191","Luena","219","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"192","Lumeje","219","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"193","Malanje","227","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"194","Mbanza Congo","214","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"195","Menongue","226","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"196","N'zeto","214","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"197","N’dalatando","217","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"198","Ondjiva","215","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"199","Quibala","216","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"200","Saurimo","220","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"201","Soio","214","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"202","Sumbe","216","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"203","Uacu Cungo","216","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"204","Uíge","224","7","2022-12-30 06:46:10","2022-12-30 06:46:10"
"205","28 de Noviembre","3649","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"206","Abra Pampa","3645","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"207","Achiras","3642","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"208","Adelia María","3642","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"209","Agua de Oro","3642","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"210","Aguilares","3637","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"211","Alba Posse","3644","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"212","Albardón","3634","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"213","Aldea San Antonio","3654","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"214","Alderetes","3637","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"215","Allen","3639","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"216","Almafuerte","3644","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"217","Alpachiri","3655","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"218","Alta Italia","3655","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"219","Alto Río Senguer","3651","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"220","Aluminé","3648","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"221","Alvear","3638","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"222","Ancasti","3647","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"223","Andacollo","3648","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"224","Andalgalá","3647","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"225","Anguil","3655","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"226","Antofagasta de la Sierra","3647","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"227","Apolinario Saravia","3643","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"228","Aranguren","3654","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"229","Arauco","3653","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"230","Aristóbulo del Valle","3644","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"231","Armstrong","3641","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"232","Arroyo Seco","3641","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"233","Arrufó","3641","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"234","Aviá Terai","3640","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"235","Añatuya","3635","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"236","Añelo","3648","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"237","Balvanera","3656","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"238","Barracas","3656","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"239","Barranqueras","3640","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"240","Basail","3640","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"241","Belgrano","3656","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"242","Bella Vista","3637","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"243","Beltrán","3635","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"244","Berón de Astrada","3638","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"245","Bonpland","3638","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"246","Bovril","3654","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"247","Buena Esperanza","3636","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"248","Cachí","3643","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"249","Cafayate","3643","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"250","Caimancito","3645","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"251","Caleta Olivia","3649","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"252","Calilegua","3645","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"253","Calingasta","3634","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"254","Camarones","3651","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"255","Campo Gallo","3635","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"256","Candelaria","3636","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"257","Castro Barros","3653","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"258","Catriel","3639","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"259","Caucete","3634","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"260","Cervantes","3639","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"261","Chamical","3653","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"262","Clorinda","3652","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"263","Comandante Fontana","3652","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"264","Comandante Luis Piedra Buena","3649","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"265","Comodoro Rivadavia","3651","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"266","Concarán","3636","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"267","Departamento de Capital","3646","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"268","Departamento de General Alvear","3646","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"269","Departamento de Godoy Cruz","3646","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"270","Departamento de Pilcomayo","3652","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"271","Río Grande","3650","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"272","Tolhuin","3650","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"273","Ushuaia","3650","11","2022-12-30 06:46:10","2022-12-30 06:46:10"
"274","Abfaltersbach","2064","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"275","Absam","2064","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"276","Absdorf","2065","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"277","Abtenau","2061","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"278","Abtissendorf","2059","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"279","Abwinden","2058","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"280","Achau","2065","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"281","Achenkirch","2064","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"282","Aderklaa","2065","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"283","Adlwang","2058","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"284","Admont","2059","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"285","Adnet","2061","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"286","Afiesl","2058","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"287","Aflenz Kurort","2059","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"288","Alberschwende","2063","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"289","Altach","2063","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"290","Altenmarkt im Pongau","2061","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"291","Althofen","2057","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"292","Andau","2062","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"293","Andelsbuch","2063","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"294","Annabichl","2057","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"295","Antau","2062","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"296","Apetlon","2062","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"297","Arnoldstein","2057","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"298","Donaustadt","2060","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"299","Favoriten","2060","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"300","Floridsdorf","2060","15","2022-12-30 06:46:10","2022-12-30 06:46:10"
"301","Abbey","3906","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"302","Abbotsbury","3909","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"303","Abbotsford","3903","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"304","Abbotsford","3909","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"305","Abercrombie","3909","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"306","Aberfeldie","3903","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"307","Aberfoyle Park","3904","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"308","Acacia Ridge","3905","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"309","Acton","3907","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"310","Acton Park","3908","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"311","Adelaide","3904","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"312","Adelaide Hills","3904","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"313","Agnes Water","3905","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"314","Ainslie","3907","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"315","Airlie Beach","3905","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"316","Airport West","3903","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"317","Alawa","3910","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"318","Albany","3906","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"319","Albany city centre","3906","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"320","Alice Springs","3910","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"321","Alyangula","3910","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"322","Amaroo","3907","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"323","Austins Ferry","3908","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"324","Bagdad","3908","14","2022-12-30 06:46:10","2022-12-30 06:46:10"
"325","Agdzhabedy","577","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"326","Aghstafa","543","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"327","Aghsu","547","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"328","Aliabad","566","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"329","Altıağac","537","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"330","Amirdzhan","552","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"331","Aran","523","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"332","Arıqdam","589","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
"333","Arıqıran","589","16","2022-12-30 06:46:10","2022-12-30 06:46:10"
